Giocatore,Squadra,Squadra entro i parametri stabiliti,Posizione,Età,Valore di mercato (Transfermarkt),Scadenza contratto,Partite disputate,Minuti giocati,Goal,xG,Assist,xA,Paese di nascita,Passaporto,Piede,Altezza,Peso,In prestito,Azione difensive riuscite/90,Duelli difensivi/90,"Duelli difensivi vinti, %",Duelli aerei/90,"Duelli aerei vinti, %",Contrasti/90,Possesso riconquistato dopo tackle scivolato,Tiri intercettati/90,Palle intercettate/90,Possesso riconquistato dopo intercetto,Falli/90,Cartellini gialli,Cartellini gialli/90,Cartellini rossi,Cartellini rossi/90,Azioni offensive riuscite/90,Goal/90,Goal (esclusi rigori),Goal esclusi rigori/90,xG/90,Goal di testa,Goal di testa/90,Tiri,Tiri/90,"Tiri in porta, %","Realizzazione, %",Assist/90,Cross/90,"Precisione cross, %",Cross dalla fascia sinistra/90,"Cross precisi da sinistra, %",Cross dalla fascia destra/90,"Cross precisi da destra, %",Cross verso l'area piccola/90,Dribbling/90,"Dribbling riusciti, %",Duelli offensivi/90,"Duelli offensivi vinti, %",Tocchi in area/90,Allunghi/90,Accelerazioni/90,Passaggi ricevuti/90,Lanci lunghi ricevuti/90,Falli subiti/90,Passaggi/90,"Precisione passaggi, %",Passaggi in avanti/90,"Precisione passaggi in avanti, %",Retropassaggi/90,"Precisione retropassaggi, %",Passaggi laterali/90,"Precisione passaggi laterali, %",Passaggi corti / medi /90,"Precisione passaggi corti / medi, %",Passaggi lunghi/90,"Precisione lanci lunghi, %","Lunghezza media passaggi, m","Lunghezza media passaggi lunghi, m",xA/90,Assist/90.1,Second assist/90,Third assist/90,Passaggi smarcanti/90,"Precisione passaggi smarcanti, %",Passaggi chiave/90,Passaggi nella trequarti/90,"Precisione passaggi verso la trequarti, %",Passaggi verso l'area di rigore/90,"Precisione passaggi verso l'area di rigore, %",Passaggi filtranti/90,"Precisione passaggi filtranti, %",Attacco in profondità/90,Cross dalla trequarti/90,Passaggi progressivi/90,"Precisione passaggi progressivi, %",Retropassaggi ricevuti dal portiere/90 
M. Bellich,Juve Stabia,Juve Stabia,LCB,25,325000,2027-06-30,10,925,1,0.54,0,0.22,Italy,Italy,destro,188,80,no,7.69,5.84,60.0,2.53,50.0,0.29,0.42,0.39,3.89,5.56,1.17,2,0.19,0,0.0,0.97,0.1,1,0.1,0.05,1,0.1,6,0.58,50.0,16.667,0.0,0.68,57.14,0.68,57.14,0.0,0.0,0.0,0.39,75.0,0.78,50.0,0.97,1.07,0.0,34.15,0.1,0.29,45.44,85.44,19.36,75.88,3.7,100.0,17.81,94.54,37.65,89.92,7.2,64.86,21.15,38.95,0.02,0.29,0.1,0.0,0.0,0.0,0.19,7.01,72.22,1.46,40.0,0.39,50.0,0.29,0.29,9.54,76.53,1.85
N. Belloni,Carrarese,Carrarese,"LWB, RWB",30,200000,2025-06-30,7,277,0,0.32,0,0.11,Italy,Italy,sinistro,176,68,no,9.1,7.8,66.67,1.62,60.0,0.0,0.0,0.32,3.9,5.71,1.3,0,0.0,0,0.0,2.92,0.0,0,0.0,0.1,0,0.0,6,1.95,16.67,0.0,0.0,4.87,13.33,3.25,10.0,1.62,20.0,0.32,3.57,54.55,6.82,57.14,2.92,4.22,0.65,24.37,2.6,0.32,36.39,67.86,11.37,60.0,5.52,100.0,13.32,58.54,26.64,81.71,5.85,44.44,21.99,33.24,0.04,0.97,0.0,0.0,0.0,0.0,0.0,4.87,86.67,3.25,0.0,0.32,0.0,0.0,0.32,8.12,56.0,0.0
A. Benali,Bari,Bari,"LCMF, DMF, RCMF",32,400000,2025-06-30,13,1236,1,1.04,1,1.52,England,"England, Libya",destro,173,66,no,8.3,7.43,64.71,1.02,57.14,0.22,0.3,0.51,3.28,4.49,1.46,4,0.29,0,0.0,1.09,0.07,1,0.07,0.08,0,0.0,15,1.09,40.0,6.667,0.07,0.36,40.0,0.29,25.0,0.07,100.0,0.07,0.95,38.46,3.5,41.67,0.73,1.09,0.22,32.62,0.29,1.24,44.85,88.64,14.85,79.41,2.99,87.8,18.93,95.77,40.12,90.74,4.37,73.33,18.55,35.6,0.11,1.09,0.0,0.07,0.22,66.67,0.29,6.12,86.9,0.8,45.45,0.44,66.67,0.44,0.22,7.72,72.64,0.29
L. Benedetti,Sampdoria,Sampdoria,RCMF,24,1400000,2026-06-30,13,667,0,0.4,0,0.63,Italy,Italy,destro,180,77,no,5.94,5.13,42.11,3.51,23.08,0.81,1.12,0.54,2.97,4.1,1.75,2,0.27,0,0.0,2.02,0.0,0,0.0,0.05,0,0.0,7,0.94,14.29,0.0,0.0,2.83,23.81,0.0,0.0,2.83,23.81,0.27,1.89,64.29,5.26,46.15,2.29,3.37,0.67,22.53,1.21,0.81,31.71,77.02,8.91,74.24,5.94,90.91,11.06,80.49,26.99,85.5,2.02,33.33,18.28,19.17,0.09,0.67,0.0,0.0,0.0,0.0,0.27,4.99,75.68,2.29,41.18,0.0,0.0,0.4,0.67,4.86,77.78,0.27
D. Berardi,Sassuolo,Sassuolo,"RAMF, RW, RWF",30,10000000,2027-06-30,5,287,1,1.11,4,1.47,Italy,Italy,sinistro,183,72,no,8.78,8.15,57.69,0.63,50.0,0.0,0.0,0.0,4.08,4.48,0.63,1,0.31,0,0.0,3.76,0.31,0,0.0,0.35,0,0.0,10,3.14,50.0,10.0,1.25,2.51,37.5,0.31,100.0,2.2,28.57,0.94,2.51,50.0,10.66,32.35,3.76,3.76,0.31,39.2,2.51,1.25,47.98,82.35,11.29,66.67,5.96,100.0,19.13,85.25,40.14,85.16,5.33,82.35,18.87,36.95,0.46,2.2,0.31,0.0,0.31,0.0,0.94,4.7,80.0,5.02,43.75,1.25,50.0,3.45,0.63,6.59,85.71,0.31
B. Bereszyński,Sampdoria,Sampdoria,RCB,32,1300000,2025-06-30,13,1263,0,0.16,0,0.11,Poland,Poland,destro,183,77,no,7.41,6.41,68.89,2.35,63.64,0.21,0.29,0.57,2.78,3.81,0.93,3,0.21,0,0.0,1.35,0.0,0,0.0,0.01,0,0.0,4,0.29,25.0,0.0,0.0,1.71,37.5,0.07,0.0,1.64,39.13,0.0,1.35,47.37,4.35,42.62,0.43,2.28,0.29,33.92,0.64,0.86,46.82,86.45,19.1,76.49,4.28,98.33,16.25,94.74,40.33,92.58,4.85,51.47,19.5,34.42,0.01,0.29,0.0,0.0,0.07,0.0,0.0,7.13,73.0,2.14,46.67,0.43,33.33,0.43,0.5,8.76,82.93,1.07
M. Bertagnoli,Brescia,Brescia,"RCMF, LW, LCMF",25,750000,2026-06-30,12,607,0,1.06,0,0.23,Italy,Italy,destro,185,74,no,10.68,9.64,58.46,3.11,76.19,0.59,0.82,0.0,4.45,6.12,1.33,0,0.0,0,0.0,1.78,0.0,0,0.0,0.16,0,0.0,14,2.08,35.71,0.0,0.0,0.89,33.33,0.44,33.33,0.44,33.33,0.0,1.63,45.45,4.6,38.71,2.08,0.44,0.0,18.83,0.3,0.74,28.76,80.93,7.12,58.33,7.56,98.04,9.79,83.33,24.32,87.8,3.56,45.83,18.83,25.28,0.03,0.59,0.0,0.0,0.0,0.0,0.0,4.15,78.57,1.19,62.5,0.15,100.0,0.59,0.3,4.3,58.62,0.89
T. Berti,Cesena,Cesena,"RCMF, RWF, AMF",20,1000000,2026-06-30,11,845,1,0.74,2,0.89,Italy,Italy,destro,171,66,no,3.83,3.41,65.63,1.6,33.33,0.0,0.0,0.11,1.6,2.08,0.21,1,0.11,0,0.0,1.49,0.11,1,0.11,0.08,1,0.11,12,1.28,50.0,8.333,0.21,0.64,33.33,0.11,0.0,0.43,50.0,0.11,1.49,35.71,4.79,40.0,1.38,1.38,0.53,32.49,0.75,1.38,40.26,87.83,8.95,70.24,7.56,97.18,17.04,95.0,38.13,89.11,1.49,78.57,17.51,27.93,0.09,0.85,0.0,0.11,0.21,50.0,0.43,4.47,83.33,1.81,70.59,0.11,100.0,0.96,0.11,5.54,71.15,0.11
N. Bertola,Spezia,Spezia,LCB,21,300000,2025-06-30,13,1213,3,1.68,0,0.62,Italy,Italy,destro,192,79,no,10.68,7.35,64.65,2.89,56.41,0.89,1.23,0.45,5.05,6.96,1.71,4,0.3,0,0.0,1.41,0.22,3,0.22,0.12,3,0.22,10,0.74,60.0,30.0,0.0,0.3,75.0,0.22,66.67,0.07,100.0,0.0,1.19,62.5,1.85,44.0,0.96,1.04,0.0,17.07,0.22,0.37,28.57,83.64,14.17,74.87,2.67,97.22,8.31,92.86,24.86,87.46,3.41,56.52,19.27,36.46,0.05,0.22,0.0,0.0,0.0,0.0,0.15,5.49,70.27,0.67,55.56,0.22,33.33,0.22,0.15,5.86,78.48,1.11
P. Beruatto,Pisa,Pisa,"LWB, LB",25,2700000,2026-06-30,11,711,0,0.32,0,0.78,Italy,Italy,sinistro,185,80,no,8.73,6.46,64.71,2.15,41.18,0.38,0.45,0.25,4.18,4.97,1.52,1,0.13,0,0.0,3.54,0.0,0,0.0,0.04,0,0.0,8,1.01,37.5,0.0,0.0,4.3,32.35,4.05,34.38,0.25,0.0,0.25,2.41,68.42,5.19,46.34,2.03,1.9,0.89,14.43,1.01,0.89,23.54,69.35,6.71,66.04,3.8,90.0,7.85,67.74,17.09,82.96,2.15,35.29,19.25,25.16,0.1,0.63,0.0,0.0,0.13,100.0,0.13,2.15,47.06,3.8,50.0,0.38,66.67,0.51,1.39,5.44,74.42,0.63
M. Besaggio,Brescia,Brescia,"LCMF, LW, RCMF",22,600000,2026-06-30,13,896,1,0.88,0,0.24,Italy,Italy,destro,181,70,no,7.03,7.03,54.29,1.41,21.43,0.5,0.69,0.3,2.71,3.75,1.0,3,0.3,0,0.0,2.21,0.1,1,0.1,0.09,0,0.0,7,0.7,28.57,14.286,0.0,1.91,31.58,1.61,31.25,0.2,0.0,0.3,2.41,58.33,9.24,35.87,1.91,1.61,0.5,16.47,1.31,1.71,26.72,82.33,7.33,72.6,7.43,98.65,8.44,86.9,23.6,88.09,1.21,50.0,19.48,14.34,0.02,0.3,0.0,0.0,0.1,0.0,0.1,2.51,80.0,1.51,60.0,0.1,0.0,0.5,0.6,3.92,53.85,0.2
M. Bianchetti,Cremonese,Cremonese,LCB,31,500000,2025-06-30,13,1273,0,0.38,0,0.17,Italy,Italy,destro,189,81,no,9.19,7.21,68.63,6.22,52.27,0.49,0.76,0.57,3.75,5.74,1.13,2,0.14,0,0.0,0.21,0.0,0,0.0,0.03,0,0.0,3,0.21,33.33,0.0,0.0,0.42,33.33,0.28,0.0,0.07,100.0,0.07,0.14,0.0,1.13,37.5,0.49,0.78,0.0,36.27,0.78,0.71,50.41,88.92,22.91,81.48,2.55,97.22,20.01,94.7,43.13,93.11,6.86,65.98,21.3,38.27,0.01,0.28,0.0,0.0,0.0,0.0,0.0,7.21,79.41,0.78,45.45,0.14,50.0,0.42,0.14,10.11,79.02,1.56
F. Bianchi,Brescia,Brescia,CF,24,650000,2026-06-30,6,164,1,0.19,0,0.01,Italy,Italy,destro,178,74,no,3.84,4.94,44.44,4.39,37.5,0.55,0.97,0.0,1.1,1.94,0.55,0,0.0,0,0.0,3.29,0.55,1,0.55,0.1,1,0.55,3,1.65,33.33,33.333,0.0,1.1,100.0,0.55,100.0,0.55,100.0,0.0,2.74,60.0,7.68,57.14,3.29,2.2,0.55,13.17,1.1,2.2,15.37,75.0,1.1,50.0,1.65,100.0,8.78,68.75,14.27,73.08,0.0,0.0,14.83,0.0,0.01,0.55,0.0,0.0,0.55,0.0,0.0,1.1,50.0,1.65,33.33,0.55,0.0,0.0,1.1,1.1,100.0,0.0
T. Biasci,Catanzaro,Catanzaro,CF,30,900000,2026-06-30,11,646,1,0.88,2,0.96,Italy,Italy,destro,182,78,no,2.37,1.95,57.14,3.48,12.0,0.14,0.2,0.0,1.11,1.59,1.11,1,0.14,0,0.0,1.11,0.14,1,0.14,0.12,0,0.0,7,0.98,28.57,14.286,0.28,0.84,16.67,0.56,25.0,0.28,0.0,0.14,0.98,71.43,6.13,34.09,2.79,0.56,0.28,12.82,2.23,1.53,14.49,76.92,1.81,69.23,4.04,96.55,3.76,59.26,13.51,80.41,0.14,100.0,12.87,4.24,0.13,0.98,0.0,0.0,0.0,0.0,0.56,1.25,77.78,0.7,60.0,0.0,0.0,0.56,0.14,1.25,77.78,0.28
D. Biraschi,Frosinone,Frosinone,RCB,30,900000,2026-06-30,9,837,0,0.0,0,0.02,Italy,Italy,destro,182,73,no,8.49,6.77,65.08,4.84,55.56,0.22,0.27,0.32,3.87,4.93,1.61,3,0.32,0,0.0,1.08,0.0,0,0.0,0.0,0,0.0,1,0.11,0.0,0.0,0.0,0.86,50.0,0.0,0.0,0.86,50.0,0.11,0.75,85.71,2.15,65.0,0.11,0.97,0.0,25.38,0.43,1.08,39.46,81.74,20.22,71.81,1.29,100.0,12.9,90.83,32.69,89.47,5.91,43.64,20.95,31.46,0.0,0.11,0.0,0.0,0.0,0.0,0.0,7.85,68.49,1.18,45.45,0.32,33.33,0.11,0.43,10.54,73.47,0.65
D. Bisoli,Brescia,Brescia,"RCMF, RDMF",30,1500000,2027-06-30,8,720,0,0.52,2,1.21,Italy,Italy,destro,180,77,no,10.75,7.0,64.29,3.63,51.72,0.25,0.32,0.88,6.0,7.74,1.38,3,0.38,0,0.0,1.88,0.0,0,0.0,0.06,0,0.0,4,0.5,25.0,0.0,0.25,3.63,37.93,0.13,0.0,3.25,42.31,0.38,1.25,30.0,4.0,40.63,1.75,0.63,0.13,26.75,0.38,1.13,38.13,76.72,15.13,67.77,6.38,92.16,11.63,81.72,28.38,85.46,6.12,59.18,20.24,33.06,0.15,0.88,0.0,0.0,0.0,0.0,0.63,6.0,64.58,3.63,55.17,0.25,100.0,1.13,1.38,8.38,79.1,0.0
B. Bjarnason,Brescia,Brescia,"AMF, LWF, CF",36,300000,2025-06-30,8,228,3,1.18,1,0.07,Iceland,Iceland,destro,183,79,no,3.95,5.13,30.77,5.92,40.0,0.39,0.77,0.39,1.97,3.85,3.16,1,0.39,0,0.0,3.95,1.18,3,1.18,0.46,2,0.79,9,3.55,66.67,33.333,0.39,1.97,40.0,0.79,50.0,0.79,0.0,0.39,1.97,40.0,5.53,42.86,3.55,1.97,0.0,16.18,0.79,1.97,24.08,78.69,7.89,90.0,3.95,80.0,7.89,85.0,21.71,81.82,0.39,100.0,20.26,5.73,0.03,0.39,0.0,0.39,0.0,0.0,0.39,2.76,85.71,0.79,100.0,0.0,0.0,0.79,0.79,4.74,58.33,0.39
M. Bleve,Carrarese,Carrarese,GK,29,600000,2026-06-30,13,1264,0,0.0,0,0.0,Italy,Italy,destro,184,84,si,1.92,0.07,100.0,0.14,100.0,0.0,0.0,0.0,1.85,2.48,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,18.66,0.21,0.21,28.41,87.47,13.96,77.55,0.0,0.0,13.6,98.43,15.95,99.11,12.32,73.41,33.35,46.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,62.07,0.0,0.0,0.07,0.0,0.0,0.0,7.69,75.0,0.0
A. Blin,Palermo,Palermo,"RCMF, DMF, RDMF",28,3000000,2027-06-30,5,395,0,0.43,0,0.28,France,France,destro,184,78,no,9.8,7.75,55.88,3.87,35.29,0.46,0.61,0.91,5.01,6.73,2.05,1,0.23,0,0.0,0.91,0.0,0,0.0,0.1,0,0.0,2,0.46,50.0,0.0,0.0,0.68,66.67,0.23,100.0,0.46,50.0,0.46,0.46,50.0,3.87,35.29,1.37,0.23,0.0,23.01,0.0,1.59,33.72,91.22,7.75,82.35,5.92,96.15,15.27,95.52,29.62,93.85,3.42,73.33,19.34,37.3,0.06,0.23,0.0,0.0,0.0,0.0,0.0,3.87,76.47,0.68,66.67,0.0,0.0,0.46,0.23,4.56,90.0,0.0
D. Boloca,Sassuolo,Sassuolo,"DMF, LCMF, LDMF",25,7000000,2028-06-30,11,982,1,0.56,1,0.6,Italy,"Italy, Romania",destro,188,80,no,7.7,4.95,51.85,1.56,35.29,0.09,0.11,0.73,5.04,6.18,0.55,2,0.18,0,0.0,1.56,0.09,1,0.09,0.05,0,0.0,13,1.19,30.77,7.692,0.09,0.46,60.0,0.18,50.0,0.27,66.67,0.0,1.01,63.64,5.32,43.1,1.01,2.75,0.27,40.23,0.0,0.82,53.52,91.78,12.65,76.09,9.07,95.96,22.0,97.08,50.59,94.02,2.57,50.0,16.78,27.33,0.05,0.82,0.0,0.0,0.27,100.0,0.27,7.06,80.52,1.19,53.85,0.37,75.0,0.92,0.18,4.03,79.55,0.92
F. Bonazzoli,Cremonese,Cremonese,"CF, AMF",27,2500000,2028-06-30,9,450,2,1.21,1,0.6,Italy,Italy,sinistro,182,74,no,3.0,3.2,50.0,1.2,16.67,0.0,0.0,0.0,1.4,2.0,1.6,1,0.2,0,0.0,1.4,0.4,2,0.4,0.24,0,0.0,12,2.4,41.67,16.667,0.2,0.8,25.0,0.4,50.0,0.4,0.0,0.2,1.0,20.0,4.4,31.82,3.4,0.6,0.0,21.6,1.6,0.6,23.0,86.96,5.4,74.07,7.0,97.14,7.4,89.19,21.0,90.48,1.4,57.14,17.36,22.99,0.12,0.4,0.0,0.0,0.0,0.0,0.2,2.2,100.0,1.2,33.33,0.0,0.0,0.6,0.2,2.2,81.82,0.0
G. Bonfanti,Pisa,Pisa,LCB,21,1000000,2025-06-30,7,509,0,0.01,2,0.26,Italy,Italy,sinistro,187,75,si,10.43,9.19,69.23,2.3,53.85,0.18,0.2,0.18,3.89,4.43,2.3,2,0.35,0,0.0,1.06,0.0,0,0.0,0.0,0,0.0,1,0.18,0.0,0.0,0.35,0.71,75.0,0.71,75.0,0.0,0.0,0.0,0.71,50.0,3.89,59.09,0.53,1.41,0.18,22.81,0.88,0.71,36.78,81.25,19.8,74.11,3.36,89.47,9.72,92.73,29.0,86.59,7.25,60.98,22.24,44.11,0.05,0.35,0.0,0.0,0.18,100.0,0.18,7.07,65.0,2.12,50.0,0.71,25.0,0.88,0.35,10.43,76.27,0.71
N. Bonfanti,Pisa,Pisa,CF,22,900000,2027-06-30,12,688,4,3.54,0,0.21,Italy,Italy,destro,178,66,no,0.92,1.05,12.5,5.23,22.5,0.0,0.0,0.0,0.78,0.93,2.35,2,0.26,0,0.0,1.7,0.52,3,0.39,0.46,0,0.0,22,2.88,45.45,18.182,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,1.05,37.5,5.89,20.0,3.66,0.52,0.13,9.16,1.57,0.92,8.37,76.56,0.92,71.43,3.4,80.77,1.96,86.67,7.59,81.03,0.65,40.0,14.64,11.92,0.03,0.52,0.0,0.0,0.0,0.0,0.0,0.65,80.0,0.13,100.0,0.13,0.0,0.13,0.0,0.65,60.0,0.0
F. Bonini,Catanzaro,Catanzaro,"LCB, LB",23,500000,2025-06-30,13,1205,0,0.75,1,0.56,Italy,Italy,sinistro,185,82,si,7.84,5.75,55.84,4.41,71.19,0.07,0.11,0.67,4.56,6.42,1.57,3,0.22,0,0.0,0.52,0.0,0,0.0,0.06,0,0.0,7,0.52,28.57,0.0,0.07,0.82,27.27,0.82,27.27,0.0,0.0,0.0,0.3,50.0,2.24,33.33,1.05,1.64,0.3,41.0,1.64,0.45,52.95,89.56,19.79,76.98,4.26,98.25,20.76,97.48,47.43,95.28,4.78,42.19,19.23,31.67,0.04,0.6,0.0,0.07,0.07,0.0,0.22,7.47,80.0,1.34,27.78,0.52,14.29,0.22,0.3,9.71,78.46,0.67
F. Borini,Sampdoria,Sampdoria,"CF, LCMF",33,2000000,2025-06-30,4,174,0,0.24,0,0.13,Italy,Italy,destro,180,74,no,5.69,3.62,85.71,1.55,0.0,0.0,0.0,0.0,2.59,4.41,1.03,1,0.52,0,0.0,3.62,0.0,0,0.0,0.12,0,0.0,8,4.14,37.5,0.0,0.0,3.62,28.57,0.52,100.0,3.1,16.67,0.0,1.03,100.0,11.9,39.13,4.14,1.03,0.0,27.41,2.07,3.62,37.76,73.97,6.72,30.77,8.79,94.12,16.55,81.25,31.55,78.69,3.1,66.67,19.25,18.63,0.07,1.03,0.0,0.0,0.0,0.0,0.0,3.1,50.0,4.66,55.56,0.0,0.0,1.55,1.03,5.17,100.0,0.0
G. Borrelli,Brescia,Brescia,CF,24,1400000,2028-06-30,11,916,2,3.3,0,0.32,Italy,Italy,destro,194,87,no,3.24,2.26,65.22,10.12,37.86,0.2,0.27,0.1,1.57,2.14,1.57,4,0.39,0,0.0,2.36,0.2,2,0.2,0.32,0,0.0,30,2.95,43.33,6.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,40.74,11.2,38.6,3.54,0.69,0.1,7.66,2.06,2.75,12.09,70.73,2.65,40.74,3.14,90.63,3.44,77.14,11.89,71.07,0.2,50.0,14.67,4.87,0.03,0.59,0.1,0.0,0.0,0.0,0.0,1.28,61.54,0.79,37.5,0.0,0.0,0.88,0.0,0.88,77.78,0.0
Eric Botteghin,Modena,Modena,"CB, RCB",37,250000,2025-06-30,4,174,0,0.0,0,0.0,Brazil,"Brazil, Italy",destro,193,86,no,9.83,6.72,84.62,5.17,70.0,0.0,0.0,0.52,4.14,4.9,2.07,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28,0.52,0.0,42.41,87.8,16.55,71.88,2.07,100.0,19.66,100.0,38.28,91.89,4.14,50.0,16.81,17.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,53.85,2.07
D. Bouah,Carrarese,Carrarese,"RWB, RB, LWB",23,350000,2026-06-30,8,424,1,0.35,0,0.23,Italy,"Italy, Côte d'Ivoire",destro,183,74,no,8.28,8.7,56.1,4.03,42.11,0.0,0.0,0.0,3.4,5.27,1.7,2,0.42,0,0.0,5.52,0.21,1,0.21,0.07,1,0.21,3,0.64,66.67,33.333,0.0,3.82,50.0,0.21,100.0,3.61,47.06,0.42,4.67,68.18,8.07,52.63,1.27,2.33,0.21,22.08,3.18,1.27,30.35,81.12,6.58,64.52,8.7,97.56,9.13,81.4,23.35,90.0,3.18,53.33,18.64,29.69,0.05,0.64,0.0,0.0,0.0,0.0,0.42,1.27,50.0,3.61,58.82,0.21,0.0,0.42,1.91,6.58,70.97,0.42
K. Bozhanaj,Modena,Modena,"LW, AMF, LAMF",23,450000,2026-06-30,12,634,1,0.71,1,0.68,Albania,Albania,destro,180,71,no,4.54,5.11,55.56,0.28,0.0,0.14,0.18,0.0,1.56,1.94,1.85,0,0.0,0,0.0,4.12,0.14,1,0.14,0.1,0,0.0,14,1.99,35.71,7.143,0.14,0.43,66.67,0.14,100.0,0.28,50.0,0.0,5.54,56.41,14.48,47.06,0.99,2.98,0.14,15.47,1.28,2.84,18.17,88.28,5.68,85.0,3.41,95.83,5.96,88.1,16.75,88.14,0.99,100.0,17.09,15.85,0.1,1.14,0.0,0.0,0.0,0.0,0.14,3.26,86.96,1.42,70.0,0.14,100.0,0.85,0.28,3.12,90.91,0.0
J. Braaf,Salernitana,Salernitana,"LWF, LW",22,800000,2026-06-30,12,582,2,1.48,0,0.0,Netherlands,"Netherlands, Suriname",destro,181,65,si,2.94,2.78,61.11,0.93,0.0,0.31,0.51,0.15,0.93,1.53,0.77,3,0.46,0,0.0,5.88,0.31,2,0.31,0.23,0,0.0,24,3.71,37.5,8.333,0.0,2.01,30.77,1.86,25.0,0.0,0.0,0.15,8.04,48.08,17.32,38.39,3.25,2.63,0.62,23.81,1.55,0.93,30.46,82.23,3.87,72.0,9.74,93.65,10.67,79.71,27.99,86.74,0.46,33.33,16.37,6.23,0.0,0.0,0.0,0.0,0.15,0.0,0.0,1.86,75.0,3.25,52.38,0.0,0.0,1.7,0.62,3.56,91.3,0.0
G. Bracaglia,Frosinone,Frosinone,LCB,21,0,,7,519,1,0.39,0,0.05,Italy,Italy,sinistro,190,78,no,10.23,7.11,65.85,2.08,50.0,0.0,0.0,0.17,5.55,6.76,1.04,0,0.0,0,0.0,0.17,0.17,1,0.17,0.07,1,0.17,3,0.52,33.33,33.333,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.91,45.45,0.35,0.35,0.17,18.9,0.17,0.87,29.65,78.36,13.7,63.29,3.29,89.47,9.36,96.3,23.76,87.59,5.72,42.42,22.42,36.36,0.01,0.17,0.0,0.0,0.0,0.0,0.0,4.68,62.96,0.69,50.0,0.69,50.0,0.35,0.17,7.63,54.55,1.73
D. Bragantini,Mantova,Mantova,"RAMF, RWF",21,250000,2029-06-30,13,621,2,0.62,0,0.35,Italy,Italy,sinistro,0,0,no,2.32,2.32,56.25,0.87,33.33,0.14,0.3,0.14,0.87,1.8,0.0,0,0.0,0,0.0,3.62,0.29,2,0.29,0.09,0,0.0,12,1.74,41.67,16.667,0.0,1.16,50.0,0.58,75.0,0.58,25.0,0.29,4.78,48.48,10.29,45.07,1.88,2.61,0.58,24.78,0.43,2.61,28.84,80.9,6.67,69.57,5.94,87.8,9.57,86.36,26.96,82.26,0.72,80.0,15.14,11.81,0.05,0.58,0.0,0.0,0.14,0.0,0.0,2.17,53.33,2.46,64.71,0.29,0.0,1.01,0.43,4.06,60.71,0.29
S. Branca,Cittadella,Cittadella,"LCMF, DMF",32,550000,,13,1100,0,0.04,0,0.71,Italy,Italy,sinistro,179,71,no,12.27,12.85,54.14,1.15,57.14,1.06,1.32,0.16,4.25,5.29,2.54,4,0.33,0,0.0,1.23,0.0,0,0.0,0.0,0,0.0,2,0.16,0.0,0.0,0.0,1.39,35.29,1.23,33.33,0.16,50.0,0.16,1.15,64.29,5.4,45.45,0.49,0.82,0.16,26.18,0.16,1.47,45.08,83.85,15.79,76.68,8.84,89.81,14.73,89.44,38.78,89.24,4.91,55.0,18.66,33.78,0.06,0.74,0.0,0.0,0.0,0.0,0.25,8.1,68.69,2.13,57.69,0.25,66.67,0.74,0.49,7.53,73.91,0.33
N. Brighenti,Catanzaro,Catanzaro,RCB,35,300000,2025-06-30,12,1108,0,0.15,0,0.2,Italy,Italy,destro,178,75,no,11.78,5.69,70.0,3.09,55.26,0.89,1.23,0.41,6.9,9.51,0.89,3,0.24,0,0.0,0.41,0.0,0,0.0,0.01,0,0.0,4,0.32,25.0,0.0,0.0,0.41,20.0,0.0,0.0,0.41,20.0,0.0,0.24,100.0,0.81,80.0,0.24,0.81,0.08,36.96,1.22,1.14,51.66,83.81,20.63,68.5,4.55,100.0,21.12,93.85,43.46,91.59,7.88,43.3,22.19,38.92,0.02,0.24,0.0,0.0,0.0,0.0,0.08,8.53,54.29,1.3,37.5,0.41,80.0,0.49,0.16,8.77,71.3,3.17
F. Brignani,Mantova,Mantova,RCB,26,450000,2026-06-30,12,1087,0,1.54,0,0.27,Italy,Italy,destro,191,83,no,10.27,7.53,60.44,3.48,66.67,0.25,0.46,0.58,5.46,10.1,1.24,1,0.08,0,0.0,0.99,0.0,0,0.0,0.13,0,0.0,9,0.75,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,90.0,3.06,56.76,0.83,0.58,0.08,45.12,0.58,0.99,60.19,89.41,25.0,79.47,4.47,100.0,24.26,96.59,53.24,94.4,6.95,51.19,21.67,43.28,0.02,0.33,0.0,0.0,0.0,0.0,0.0,4.31,59.62,0.41,20.0,0.33,25.0,0.17,0.0,9.94,69.17,3.15
